online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1,0,4.1,203,17,46,163,650.0,41
1,0,3.1,320,17,15,563,600.0,518
1,1,3.8,257,2,15,30,800.0,518
1,0,3.8,46,17,43,604,450.0,518
1,0,3.9,102,2,10,157,450.0,518
1,1,4.2,237,17,17,155,600.0,518
1,0,3.7,108,2,43,439,600.0,518
1,0,3.9,34,17,15,444,750.0,518
1,0,3.2,144,2,43,494,350.0,244
1,1,4.2,1028,17,16,268,1100.0,518
1,0,3.8,84,2,22,15,600.0,392
1,0,4.0,181,17,15,491,550.0,518
1,0,4.0,128,0,23,383,230.0,331
1,0,3.8,171,17,43,468,250.0,518
1,0,3.9,200,17,43,440,400.0,518
1,0,3.0,114,2,15,233,1000.0,518
1,0,3.8,146,17,15,233,600.0,518
1,0,4.2,248,0,24,86,500.0,46
1,1,4.1,583,17,16,290,1200.0,518
1,0,3.7,42,17,43,484,500.0,518
1,0,3.7,171,2,10,146,300.0,518
1,0,3.7,79,17,43,341,500.0,518
1,0,3.7,46,17,10,136,450.0,518
0,0,4.2,1278,2,15,17,800.0,518
1,0,3.4,276,0,47,599,250.0,518
1,0,3.1,64,17,15,646,750.0,518
1,0,4.0,69,0,23,316,300.0,518
1,0,3.7,288,24,43,484,500.0,360
1,0,4.3,676,2,30,315,500.0,518
1,0,4.0,65,17,6,90,600.0,457
1,1,4.1,448,17,15,295,700.0,518
1,0,4.0,203,0,11,156,500.0,518
1,0,3.1,166,2,43,495,600.0,518
1,1,4.1,1320,17,15,497,1200.0,518
1,0,4.0,116,17,15,262,400.0,518
1,0,4.4,288,2,9,90,400.0,518
1,0,2.7,85,17,10,225,500.0,518
1,0,3.9,124,0,43,484,400.0,518
1,0,3.6,323,2,27,610,800.0,518
1,0,3.7,51,2,43,468,300.0,518
1,0,4.2,229,17,15,532,1000.0,518
1,0,2.8,102,2,43,484,350.0,518
1,0,3.9,42,17,23,336,250.0,518
1,0,3.9,239,17,23,323,500.0,518
1,0,3.7,55,17,43,674,200.0,518
1,0,3.9,178,17,23,312,400.0,518
1,0,3.4,224,2,43,430,400.0,518
1,0,3.9,199,0,43,596,300.0,518
1,1,4.0,1010,17,39,362,1300.0,518
1,1,3.8,72,17,43,622,400.0,518
0,1,4.1,1000,2,16,21,800.0,518
1,0,3.8,613,0,10,216,600.0,518
1,0,2.9,42,0,43,585,250.0,518
1,0,3.7,194,0,43,468,400.0,518
1,0,3.7,158,18,15,105,700.0,518
1,1,4.1,1403,17,20,532,1100.0,109
1,0,3.9,153,17,27,190,400.0,518
1,1,2.9,90,2,15,595,800.0,518
1,0,3.1,140,0,15,477,600.0,518
1,0,4.1,463,0,10,152,500.0,518
1,0,4.2,384,2,52,604,600.0,422
0,0,4.0,177,2,43,452,400.0,518
1,0,3.6,70,0,43,512,350.0,243
1,1,4.0,790,17,15,296,1300.0,518
1,0,3.9,92,17,43,669,300.0,518
0,0,4.1,131,2,49,457,400.0,518
1,0,3.8,89,17,23,388,400.0,518
1,0,3.0,57,18,43,543,400.0,518
1,0,3.8,92,2,27,288,1100.0,518
1,0,3.0,57,17,15,262,650.0,518
1,0,4.3,133,17,22,70,300.0,518
0,0,4.0,164,2,0,314,250.0,518
1,0,3.9,161,17,22,488,500.0,341
1,0,4.0,308,18,10,174,750.0,518
1,0,2.6,208,17,15,261,650.0,518
1,0,3.4,116,2,15,582,400.0,518
1,0,2.7,48,2,46,242,650.0,518
1,0,3.7,127,17,10,214,700.0,518
1,1,3.9,727,17,10,185,800.0,518
0,0,3.9,125,2,10,201,500.0,518
1,0,2.6,170,2,15,398,600.0,518
0,0,3.8,89,2,15,484,550.0,518
1,0,4.0,507,17,14,208,1000.0,518
1,0,3.8,254,0,15,233,550.0,518
1,0,2.8,334,2,15,484,500.0,518
0,0,3.8,69,2,11,156,700.0,518
1,1,4.1,842,17,16,641,1100.0,237
1,0,4.0,88,17,0,70,500.0,518
1,0,3.5,283,0,43,83,350.0,518
1,1,4.1,293,17,15,381,500.0,518
0,0,2.9,106,2,15,484,450.0,518
1,0,3.0,61,0,10,146,650.0,518
0,0,2.8,80,2,15,19,650.0,518
1,1,4.0,347,17,15,531,1000.0,518
1,0,3.4,186,2,15,667,450.0,518
0,0,4.0,93,2,52,70,800.0,518
0,0,2.4,183,2,22,468,450.0,518
0,0,2.9,85,2,43,672,250.0,518
0,0,3.4,66,2,15,256,800.0,518
0,0,2.9,58,2,43,82,250.0,518
0,0,3.6,162,2,15,484,500.0,518
0,0,2.7,67,2,27,596,300.0,518
0,0,2.2,90,2,15,484,750.0,518
0,0,2.4,96,2,15,530,500.0,518
1,0,4.0,101,2,15,437,500.0,518
1,1,3.8,560,17,15,468,800.0,518
1,0,3.7,243,17,15,120,450.0,518
1,0,3.2,148,2,43,642,250.0,518
0,0,2.3,291,2,15,668,250.0,518
1,1,3.9,1337,2,31,3,1700.0,518
0,0,4.0,65,2,23,387,200.0,518
1,0,3.6,43,17,15,251,600.0,518
1,0,3.7,46,0,15,468,400.0,242
1,1,4.4,2487,2,38,549,900.0,518
1,0,3.2,66,2,15,484,600.0,518
0,1,4.1,1187,17,20,399,1200.0,518
0,0,4.3,353,17,15,578,1200.0,518
0,1,4.2,1212,17,15,619,1200.0,518
1,0,3.7,115,0,15,247,550.0,518
1,0,4.1,952,17,15,671,400.0,518
0,0,3.8,915,17,15,468,600.0,518
1,0,3.7,135,0,15,484,500.0,518
0,1,4.1,466,17,15,432,700.0,518
0,0,3.8,115,17,43,488,350.0,518
0,0,3.9,61,17,52,426,400.0,518
0,0,3.9,86,17,23,383,250.0,518
0,0,4.0,193,17,15,647,500.0,518
0,0,3.8,82,17,32,607,1000.0,518
0,0,3.9,115,17,43,642,200.0,518
0,0,3.7,28,0,15,484,500.0,518
0,0,3.2,63,17,3,76,600.0,518
0,0,3.1,44,0,22,484,500.0,518
0,0,3.5,65,17,15,579,750.0,518
0,0,2.7,76,0,43,484,500.0,518
0,0,2.6,75,0,43,590,400.0,518
0,0,3.0,55,17,15,27,800.0,518
0,0,3.7,48,17,15,545,800.0,518
0,0,2.9,39,17,52,351,500.0,518
1,0,3.9,193,17,15,662,400.0,518
1,0,3.9,63,2,43,617,200.0,518
1,0,3.8,186,17,10,148,500.0,518
1,0,3.3,28,2,52,116,400.0,518
0,0,4.0,102,2,0,68,400.0,518
0,0,4.1,131,2,49,457,400.0,518
0,0,4.0,164,2,0,314,250.0,518
1,0,3.9,102,2,10,157,450.0,518
1,0,3.9,70,2,23,312,350.0,518
1,0,3.9,188,2,23,390,400.0,518
0,0,3.8,46,2,26,391,300.0,518
1,0,4.4,677,2,30,315,500.0,518
1,0,3.9,40,2,27,198,400.0,518
1,0,3.9,99,2,23,387,400.0,518
0,0,4.0,93,2,52,70,800.0,518
0,0,3.8,69,2,11,156,700.0,518
1,0,4.1,41,2,22,70,500.0,518
0,0,4.0,65,2,23,387,200.0,518
1,1,4.1,448,17,15,295,700.0,518
1,0,4.1,46,17,10,228,600.0,518
1,0,4.3,132,17,22,70,300.0,518
1,0,4.1,237,17,23,325,500.0,518
1,0,3.9,239,17,23,323,500.0,518
0,0,4.1,521,17,10,180,550.0,518
0,0,4.0,319,17,23,316,500.0,518
1,0,3.8,89,17,23,388,400.0,518
0,0,3.2,63,17,3,76,600.0,518
0,0,2.9,231,17,23,327,800.0,518
1,0,3.6,796,2,15,120,550.0,518
1,1,3.8,500,2,15,589,1000.0,518
1,1,3.9,681,2,15,522,800.0,518
1,0,3.8,207,2,15,98,700.0,518
1,0,4.0,532,2,15,266,800.0,518
1,0,4.2,421,2,15,262,700.0,518
1,0,3.9,319,2,15,484,650.0,518
1,1,4.1,1025,2,15,468,1000.0,518
1,1,3.6,225,2,15,120,700.0,518
0,1,4.0,200,2,10,171,700.0,518
1,1,4.0,739,2,15,125,800.0,518
0,0,3.8,149,2,15,429,400.0,518
1,0,3.9,102,2,10,157,450.0,518
1,0,3.7,110,2,15,17,800.0,518
1,0,3.7,171,2,10,146,300.0,518
1,0,3.7,37,2,10,159,400.0,518
1,1,3.9,1227,2,15,48,900.0,518
0,0,3.9,124,2,10,201,500.0,518
1,0,2.8,335,2,15,484,500.0,518
1,0,3.9,49,2,10,146,600.0,518
0,0,3.8,89,2,15,484,550.0,518
1,0,2.7,425,2,15,666,400.0,518
1,0,4.0,101,2,15,437,500.0,518
1,0,3.2,133,2,15,488,500.0,518
0,0,2.7,160,2,15,262,850.0,518
1,0,3.4,186,2,15,667,450.0,518
0,0,3.8,69,2,11,156,700.0,518
1,0,4.4,288,2,9,90,400.0,518
1,1,3.5,551,2,15,507,600.0,518
1,0,3.0,122,2,15,265,500.0,518
0,0,2.9,106,2,15,484,450.0,518
0,1,2.9,200,2,15,261,1000.0,518
1,0,3.2,66,2,15,484,600.0,518
0,0,2.8,80,2,15,19,650.0,518
1,0,2.6,170,2,15,398,600.0,518
0,0,3.4,66,2,15,256,800.0,518
0,0,3.6,162,2,15,484,500.0,518
1,1,2.9,90,2,15,595,800.0,518
0,0,2.2,90,2,15,484,750.0,518
0,0,2.4,96,2,15,530,500.0,518
1,0,3.4,116,2,15,582,400.0,518
1,0,3.6,132,2,9,684,250.0,518
1,0,3.8,55,2,43,662,300.0,518
1,0,3.0,114,2,15,233,1000.0,518
0,0,2.3,291,2,15,668,250.0,518
1,1,3.8,257,2,15,30,800.0,518
1,0,4.0,398,2,43,662,400.0,518
0,0,4.0,177,2,43,452,400.0,518
1,0,4.0,256,2,43,139,500.0,518
1,0,3.9,78,2,43,468,400.0,518
1,0,3.8,312,2,43,468,400.0,518
1,0,3.7,168,2,43,451,600.0,518
0,0,4.1,315,2,43,539,500.0,518
1,0,3.7,108,2,43,439,600.0,518
1,0,3.7,314,2,43,608,800.0,518
1,0,3.9,188,2,23,390,400.0,518
1,0,3.7,139,2,43,519,400.0,518
1,0,3.8,472,2,43,140,600.0,518
1,0,3.8,369,2,43,139,400.0,518
0,0,3.8,46,2,26,391,300.0,518
0,0,3.3,50,2,27,233,400.0,518
1,0,3.9,201,2,43,484,250.0,518
1,0,4.2,289,2,43,2,400.0,518
1,0,3.2,144,2,43,494,350.0,518
1,0,3.4,224,2,43,430,400.0,518
1,0,3.1,166,2,43,495,600.0,518
1,0,3.2,167,2,43,625,600.0,518
1,0,4.0,597,2,43,468,400.0,518
1,0,3.8,56,2,43,128,500.0,518
1,0,3.6,137,2,43,36,300.0,518
1,0,3.9,114,2,43,481,500.0,518
1,0,3.9,75,2,43,596,200.0,518
1,0,3.2,148,2,43,642,250.0,518
1,0,2.4,204,2,43,604,750.0,518
1,0,2.9,153,2,43,79,600.0,518
1,0,3.9,63,2,43,617,200.0,518
1,0,2.7,48,2,46,242,650.0,518
1,0,3.8,170,2,43,514,250.0,518
1,0,3.8,92,2,27,288,1100.0,518
1,0,2.8,102,2,43,484,350.0,518
0,0,3.5,56,2,43,661,400.0,518
0,0,2.9,85,2,43,672,250.0,518
0,0,2.9,58,2,43,82,250.0,518
1,0,3.7,51,2,43,468,300.0,518
1,0,4.0,212,2,43,468,400.0,518
1,0,3.8,182,2,27,476,600.0,518
1,0,2.4,158,2,43,484,300.0,518
1,0,3.6,323,2,27,610,800.0,518
1,0,3.1,175,2,43,16,250.0,518
0,0,4.5,2781,17,16,472,1200.0,518
0,1,4.7,3844,17,15,541,1600.0,518
0,0,4.3,353,17,15,578,1200.0,518
1,1,4.4,4312,17,34,274,1600.0,518
0,1,4.3,1196,17,5,331,1500.0,518
0,1,4.6,311,17,15,588,1300.0,518
0,1,4.2,1212,17,15,619,1200.0,518
0,1,4.1,1235,17,15,582,800.0,518
0,1,3.9,1763,17,4,367,1300.0,518
1,1,4.1,1538,17,15,61,1000.0,518
1,0,4.1,954,17,15,671,400.0,518
1,1,4.1,585,17,16,290,1200.0,518
1,0,4.2,374,17,15,110,750.0,518
1,1,4.2,1028,17,16,268,1100.0,518
1,1,4.1,448,17,15,295,700.0,518
0,1,4.1,1187,17,20,399,1200.0,518
1,0,4.0,180,17,15,491,550.0,518
1,1,4.0,1010,17,39,362,1300.0,518
1,0,4.2,230,17,15,532,1000.0,518
1,1,4.1,842,17,16,641,1100.0,518
1,1,4.1,1320,17,15,497,1200.0,518
1,1,4.0,790,17,15,296,1300.0,518
0,0,3.8,915,17,15,468,600.0,518
1,1,3.8,756,17,15,468,1000.0,518
1,0,3.9,34,17,15,444,750.0,518
1,1,4.0,347,17,15,531,1000.0,518
1,1,4.1,293,17,15,381,500.0,518
1,0,3.9,347,17,15,265,600.0,518
1,0,4.1,587,17,15,244,700.0,518
1,0,4.0,1306,17,15,274,750.0,518
0,1,4.1,466,17,15,432,700.0,518
0,0,4.0,129,17,43,662,300.0,518
1,0,3.7,217,17,15,582,500.0,518
0,0,3.8,115,17,43,488,350.0,518
0,0,3.8,59,17,15,582,400.0,518
0,0,3.7,535,17,15,535,950.0,518
0,0,3.8,228,17,43,513,400.0,518
1,0,3.9,178,17,15,662,450.0,518
1,1,3.9,727,17,10,185,800.0,518
1,0,3.7,243,17,15,120,450.0,518
0,0,4.1,521,17,10,180,550.0,518
0,0,2.9,51,17,15,596,600.0,518
1,1,4.4,4381,17,17,605,600.0,518
0,0,4.0,193,17,15,647,500.0,518
0,0,3.8,177,17,43,556,400.0,518
0,1,3.9,165,17,15,664,1000.0,518
0,0,3.4,97,17,16,648,1100.0,518
1,0,3.7,132,17,10,229,400.0,518
0,0,3.8,82,17,32,607,1000.0,518
1,0,3.9,407,17,15,484,500.0,518
1,0,3.8,46,17,10,136,450.0,518
0,0,3.3,177,17,15,497,950.0,518
1,0,3.8,146,17,15,233,600.0,518
1,0,3.1,320,17,15,563,600.0,518
0,0,3.4,48,17,10,193,550.0,518
0,0,2.3,175,17,15,468,450.0,518
1,0,3.1,64,17,15,646,750.0,518
0,0,3.5,65,17,15,579,750.0,518
0,0,3.0,55,17,15,27,800.0,518
0,0,3.7,48,17,15,545,800.0,518
1,0,3.0,57,17,15,262,650.0,518
1,0,3.7,127,17,10,214,700.0,518
1,0,2.5,321,17,43,508,400.0,518
1,0,3.9,92,17,43,669,300.0,518
0,0,3.9,115,17,43,642,200.0,518
1,0,3.9,386,17,43,610,600.0,518
1,0,3.3,212,17,43,97,350.0,518
0,0,2.9,231,17,23,327,800.0,518
1,0,3.9,62,17,43,141,300.0,518
1,1,4.1,612,0,16,55,1500.0,518
1,0,4.0,827,0,15,619,500.0,518
1,0,3.9,362,0,15,468,600.0,518
1,0,3.7,135,0,15,484,500.0,518
1,0,4.0,244,0,43,81,400.0,518
1,0,3.0,102,0,15,662,600.0,518
1,0,3.7,115,0,15,247,550.0,518
1,0,4.2,465,0,43,475,300.0,518
1,0,3.9,173,0,43,602,250.0,518
1,0,4.1,83,0,43,350,400.0,518
1,0,4.0,107,0,43,468,300.0,518
0,0,3.7,28,0,15,484,500.0,518
1,0,3.7,194,0,43,468,400.0,518
0,0,2.7,76,0,43,484,500.0,518
0,0,2.6,75,0,43,590,400.0,518
1,0,2.9,126,0,43,247,300.0,518
1,0,3.9,435,0,15,79,650.0,518
1,0,2.9,255,0,43,468,250.0,518
1,1,4.4,2488,2,38,549,900.0,518
1,1,4.4,2237,2,16,310,1200.0,518
1,1,3.9,1337,2,31,3,1700.0,518
1,1,3.9,681,2,15,522,800.0,518
0,0,4.5,2781,17,16,472,1200.0,518
1,1,4.4,4312,17,34,274,1600.0,518
0,1,3.9,1763,17,4,367,1300.0,518
1,1,4.1,585,17,16,290,1200.0,518
0,1,4.1,1187,17,20,399,1200.0,518
1,1,4.0,1010,17,39,362,1300.0,518
1,1,4.1,842,17,16,641,1100.0,518
0,0,3.4,97,17,16,648,1100.0,518
1,1,4.1,612,0,16,55,1500.0,518
1,1,4.2,2022,18,15,578,1000.0,518
0,0,3.8,166,3,15,574,600.0,518
1,0,3.8,286,3,15,468,600.0,518
0,1,4.1,2303,18,15,484,950.0,518
1,1,4.1,2339,18,15,486,1500.0,518
1,0,4.4,4884,18,15,572,750.0,220
1,1,4.1,775,1,15,564,800.0,518
1,0,3.8,918,1,12,222,800.0,174
1,0,3.8,74,46,15,286,1000.0,418
1,0,4.1,139,18,15,523,550.0,518
0,1,3.8,176,18,15,469,1350.0,518
1,1,3.8,584,18,15,561,1200.0,518
0,1,4.3,633,18,12,184,800.0,518
0,1,4.1,102,18,10,169,800.0,518
1,1,4.6,1755,3,17,605,600.0,518
1,0,3.9,240,3,10,146,700.0,518
0,0,3.8,148,3,17,482,550.0,518
1,0,4.0,219,3,10,204,600.0,518
1,0,4.1,216,3,10,176,500.0,518
1,0,3.7,514,3,10,206,600.0,518
1,0,3.4,58,3,10,193,400.0,518
1,1,4.3,1252,18,17,374,800.0,518
0,0,4.2,704,18,10,146,500.0,518
1,0,4.1,796,18,10,194,400.0,518
0,1,4.2,731,18,10,177,800.0,518
0,0,4.2,223,18,10,227,800.0,518
0,0,4.1,707,18,10,200,850.0,518
1,0,4.2,261,18,10,175,700.0,518
1,1,4.2,150,1,10,210,600.0,147
1,1,4.2,1901,18,10,189,800.0,518
1,0,4.0,324,1,10,210,700.0,518
1,0,4.6,228,18,10,159,400.0,518
1,0,4.2,504,1,10,223,550.0,518
1,0,4.1,130,18,10,217,650.0,518
1,0,3.8,918,1,12,222,800.0,518
1,0,3.8,90,1,10,146,650.0,518
1,0,3.8,144,1,10,236,700.0,518
0,0,3.8,46,18,10,146,400.0,518
1,1,3.9,291,18,10,164,650.0,518
0,0,3.2,59,18,12,193,550.0,518
1,0,2.9,62,18,46,241,650.0,518
1,0,2.6,157,18,10,154,450.0,518
0,0,3.7,168,18,10,194,400.0,518
1,0,3.9,627,1,22,375,450.0,201
1,0,4.1,414,18,43,145,500.0,518
1,0,4.2,95,18,8,88,400.0,518
1,0,4.4,4884,18,15,572,750.0,518
1,0,4.0,771,1,15,662,450.0,518
1,0,4.2,64,3,43,627,500.0,518
1,0,4.1,233,3,43,676,200.0,518
1,0,3.8,505,1,43,139,450.0,75
1,0,4.1,201,1,43,666,300.0,498
1,0,4.0,774,21,15,99,800.0,518
1,0,3.7,125,17,43,473,250.0,518
1,0,3.8,540,3,15,552,650.0,518
1,0,3.7,176,3,43,625,600.0,518
1,0,3.6,91,17,52,126,500.0,518
1,0,3.8,133,3,43,677,200.0,464
1,1,4.2,354,1,15,57,800.0,72
1,0,3.6,518,17,15,662,400.0,518
1,0,4.2,504,1,10,223,550.0,104
1,0,4.1,1720,3,43,553,400.0,518
1,0,3.9,55,0,43,96,300.0,518
1,0,3.2,395,18,43,484,300.0,518
1,0,4.0,332,17,43,662,300.0,518
1,0,4.0,1975,17,15,124,800.0,518
1,0,4.0,618,18,15,121,750.0,518
1,0,3.3,261,38,15,484,500.0,518
1,0,4.0,253,18,23,316,300.0,518
1,0,3.9,750,3,15,523,500.0,518
1,1,4.6,2556,1,17,605,600.0,518
1,0,3.9,210,18,8,319,400.0,518
1,0,3.8,71,3,23,390,400.0,518
1,0,3.9,230,1,22,96,650.0,209
1,0,4.3,630,18,43,598,200.0,518
1,1,4.1,175,18,15,663,500.0,518
1,0,3.9,441,1,43,664,400.0,518
1,1,4.1,2723,0,15,125,800.0,518
1,0,3.8,693,1,15,608,750.0,518
1,0,4.4,4401,18,15,120,600.0,518
1,0,3.9,172,1,22,604,750.0,229
1,0,3.9,319,2,15,484,650.0,518
1,0,3.7,170,17,43,354,200.0,518
1,0,3.2,208,18,9,684,250.0,518
1,0,4.1,163,3,43,289,500.0,518
1,0,3.7,97,18,43,564,350.0,518
1,0,4.2,415,1,43,481,500.0,111
1,1,3.9,291,18,10,164,650.0,518
1,0,4.2,1647,1,15,265,600.0,518
1,1,4.1,364,18,15,689,1200.0,518
1,0,3.5,80,1,43,691,250.0,518
1,0,3.9,264,1,43,642,200.0,518
1,0,4.0,166,18,43,662,400.0,518
1,0,3.9,134,18,43,682,400.0,518
1,0,4.1,364,3,15,651,550.0,518
1,0,4.2,449,18,10,162,400.0,518
1,0,3.9,56,3,23,316,400.0,518
1,0,3.9,148,18,43,457,400.0,518
1,0,4.0,53,1,22,453,600.0,159
1,1,4.2,2115,1,15,614,800.0,518
1,0,3.9,67,18,43,336,200.0,518
1,0,4.2,287,1,43,468,350.0,518
1,0,3.6,84,1,43,662,250.0,518
1,1,4.2,2171,17,41,5,1200.0,518
1,1,4.2,1428,17,15,26,800.0,518
1,0,3.7,93,3,43,676,200.0,180
1,1,3.9,1227,2,15,48,900.0,518
1,0,4.1,164,18,43,108,400.0,518
1,0,3.8,577,18,15,580,900.0,55
1,1,4.2,166,18,15,376,800.0,390
1,0,3.9,104,18,43,336,200.0,474
1,0,4.5,155,18,6,92,300.0,518
1,1,4.2,3227,0,19,468,1600.0,518
1,0,2.8,109,38,15,270,500.0,518
1,0,3.7,662,17,15,80,650.0,40
1,1,4.5,784,0,15,304,800.0,518
1,0,3.0,73,38,15,468,500.0,472
1,0,3.9,85,17,43,619,300.0,298
1,0,4.3,659,18,23,70,500.0,518
1,0,3.8,152,18,23,316,350.0,518
1,0,4.1,337,18,43,240,300.0,518
1,0,4.2,191,3,43,677,250.0,397
1,0,4.0,108,18,43,144,500.0,518
1,0,4.1,438,18,23,325,500.0,518
1,0,3.9,49,18,43,661,200.0,518
1,0,3.6,276,3,43,139,500.0,518
1,1,4.2,1539,0,15,427,800.0,518
1,1,4.1,1063,18,16,405,1200.0,518
1,0,3.6,195,18,15,260,800.0,518
1,0,3.9,211,18,15,345,500.0,518
1,0,4.3,860,1,23,323,500.0,518
1,0,4.2,289,2,43,2,400.0,518
1,0,4.2,146,1,6,89,400.0,518
1,0,4.2,169,17,10,161,600.0,518
1,0,3.9,134,18,43,357,350.0,518
1,0,3.9,113,38,43,353,250.0,518
1,0,3.9,91,18,43,93,200.0,518
1,0,3.7,237,1,43,654,200.0,518
1,1,3.8,197,18,38,237,1000.0,518
1,0,3.9,133,1,10,197,800.0,518
1,0,4.0,90,17,0,70,500.0,518
1,1,4.3,1252,18,17,374,800.0,518
1,0,4.1,796,18,10,194,400.0,518
1,0,3.8,918,1,12,222,800.0,518
1,0,3.8,155,18,15,666,450.0,518
1,0,3.9,240,3,10,146,700.0,518
1,0,3.6,41,0,10,179,700.0,518
1,0,3.7,217,46,43,608,800.0,320
1,0,4.0,73,3,0,78,300.0,518
1,0,4.1,192,18,23,323,300.0,518
1,0,3.8,53,18,43,385,250.0,518
1,0,3.8,242,18,15,442,650.0,518
1,0,4.0,465,18,15,666,600.0,518
1,0,4.0,324,1,10,210,700.0,518
1,0,2.6,307,38,15,462,700.0,518
1,0,3.7,47,18,47,346,400.0,518
1,1,4.2,150,1,10,210,600.0,518
1,0,3.0,290,1,43,492,450.0,518
1,0,4.4,356,18,23,316,400.0,518
1,0,4.2,249,18,23,316,300.0,518
1,0,3.8,82,0,43,142,1000.0,518
1,0,3.9,91,18,10,196,300.0,518
1,0,3.8,164,3,43,610,600.0,518
1,0,3.5,179,1,15,487,600.0,518
1,0,3.9,153,17,27,190,400.0,518
